Date,HN,Horse,Meds,PP,1/4,1/2,3/4,STR,FIN,Time,Last Q,Odds,Driver,Trainer,HNentries,Last_3,Odds,Race_Num,Gait,Purse,Class,Distance,Track_Cond,Temp_Allowed,Off_Time,payout1,payout2,payout3,payout4,payout5,payout6,
03292014,1,J J S JET,LB,X1,5-6,3o-1,2o-Q,2-NS,1-NS,1:57.2,30.0,1.90,Wi Campbell ,De Bickford ,1 ,4-4-5,5-2,1,Pace,4500,NW800PSL5,1_Mile,FT,50-0,1:08_PM,5.80,3.80,2.40,3.00,2.60,4.20,
03292014,2,ITSALLABOUTMIKE,LB,2,2o-NS,1-1,1-Q,1-NS,2-NS,1:57.2,30.0,*1.20,Sh Thayer ,Sh Thayer ,2 ,1-5-1,7-2,1,Pace,4500,NW800PSL5,1_Mile,FT,50-0,1:08_PM,5.80,3.80,2.40,3.00,2.60,4.20,
03292014,3,DREAM WELL,L,3,3-2Q,5-3T,4-2Q,4-2,3-1Q,1:57.3,29.4,10.30,Ch Cushing ,Ch Cushing ,3 ,2-3-1,8-1,1,Pace,4500,NW800PSL5,1_Mile,FT,50-0,1:08_PM,5.80,3.80,2.40,3.00,2.60,4.20,
03292014,4,REGAL DELIGHT,L,4,1-NS,2-1,3-1,3-1,4-1T,1:57.4,30.1,12.80,Da Deslandes ,Ra Bickmore ,4 ,6-1-4,8-1,1,Pace,4500,NW800PSL5,1_Mile,FT,50-0,1:08_PM,5.80,3.80,2.40,3.00,2.60,4.20,
03292014,7,COUNTRY FRESH,L,7,7-9,6o-4T,6o-4H,7-6Q,5-6T,1:58.4,30.3,5.70,Ro Cushing ,Ro Cushing ,7 ,1-2-4,9-2,1,Pace,4500,NW800PSL5,1_Mile,FT,50-0,1:08_PM,5.80,3.80,2.40,3.00,2.60,4.20,
03292014,5,DOJEA SIX PAC,,5,4-4T,7-5,7-4T,5-5,6-8H,1:59.0,30.3,13.40,Ga Mosher ,Om Burke Jr,5 ,1-5-6,6-1,1,Pace,4500,NW800PSL5,1_Mile,FT,50-0,1:08_PM,5.80,3.80,2.40,3.00,2.60,4.20,
03292014,6,BECKY B SKIPALONG,,6,6-7H,4o-3Q,5o-2Q,6-5Q,7-12Q,1:59.4,32.0,14.90,Sh Taggart ,Er Mathieu ,6 ,7-3-2,5-1,1,Pace,4500,NW800PSL5,1_Mile,FT,50-0,1:08_PM,5.80,3.80,2.40,3.00,2.60,4.20,
03292014,4,MOM'S CROSSROADS,,4,4-3Q,6-3T,7o-3,6-3,1-2,2:00.3,29.3,*.80,Wa Watson ,Li Watson ,4 ,5-8-1,5-1,2,Pace,3500,W3-5PMLT,1_Mile,FT,50-0,1:28_PM,3.60,5.40,2.80,20.80,3.40,5.40,
03292014,6,CIRCLE'S SHOGUN,L,6,5o-3Q,3o-2,2o-Q,1-1,2-2,2:01.0,30.3,110.50,Mi Cushing ,Ch Cushing ,6 ,3-5-2,7-2,2,Pace,3500,W3-5PMLT,1_Mile,FT,50-0,1:28_PM,3.60,5.40,2.80,20.80,3.40,5.40,
03292014,3,PANCHESTER UNITED,L,3,3-2Q,4-2T,5-2Q,7-3H,3-2,2:01.0,30.1,9.60,Wi Campbell ,Ri Bartlett ,3 ,4-7-5,6-1,2,Pace,3500,W3-5PMLT,1_Mile,FT,50-0,1:28_PM,3.60,5.40,2.80,20.80,3.40,5.40,
03292014,5,SOUTHWIND MISSOURI,,5,6-4H,5o-2T,4o-1H,4-2,4-3H,2:01.1,30.3,3.30,Sh Thayer ,Ed Fournier Jr,5 ,4-7-5,5-2,2,Pace,3500,W3-5PMLT,1_Mile,FT,50-0,1:28_PM,3.60,5.40,2.80,20.80,3.40,5.40,
03292014,1,TURTLE SOUP,,1,1-1Q,1-1Q,1-Q,2-1,5-4,2:01.2,31.0,6.80,Ma Athearn ,Gr Athearn ,1 ,6-4-4,6-1,2,Pace,3500,W3-5PMLT,1_Mile,FT,50-0,1:28_PM,3.60,5.40,2.80,20.80,3.40,5.40,
03292014,2,J PATCH,,2,2-1Q,2-1Q,3-1,5-2,6-4,2:01.2,30.4,4.50,Ke Switzer Jr,Go Du Bois Sr,2 ,2-6-5,8-1,2,Pace,3500,W3-5PMLT,1_Mile,FT,50-0,1:28_PM,3.60,5.40,2.80,20.80,3.40,5.40,
03292014,8,CARLS GLORY,,8,7-5H,7o-3T,6o-2Q,3-2,7-6T,2:02.0,31.1,23.70,Da Deslandes ,Al Hiscock ,8 ,2-2-6,9-2,2,Pace,3500,W3-5PMLT,1_Mile,FT,50-0,1:28_PM,3.60,5.40,2.80,20.80,3.40,5.40,
03292014,7,FLIGHTS DELIGHT,,7,8-6T,8-5Q,8-6,8-5H,8-9H,2:02.2,30.4,222.00,Do Gray ,Do Gray ,7 ,7-4-4,8-1,2,Pace,3500,W3-5PMLT,1_Mile,FT,50-0,1:28_PM,3.60,5.40,2.80,20.80,3.40,5.40,
03292014,5,CONKERS CONQUEST,,4,2-1Q,2-1,3-1Q,3-1Q,1-NS,2:00.1,30.2,3.30,Ga Mosher ,Om Burke Jr,5 ,1-7-8,3-1,3,Pace,2300,NW200PSL5,1_Mile,FT,50-0,1:51_PM,8.60,4.20,2.10,2.80,2.20,2.10,
03292014,6,CACTUS CREEK,LB,5,1-1Q,1-1,1-T,1-H,2-NS,2:00.1,30.3,*1.90,Ke Switzer Jr,Ja Gerard ,6 ,1-3-6,4-1,3,Pace,2300,NW200PSL5,1_Mile,FT,50-0,1:51_PM,8.60,4.20,2.10,2.80,2.20,2.10,
03292014,3,ROY ORBISONG,L,3,5-4Q,3o-1,2o-T,2-H,3-1,2:00.2,30.3,3.10,Wi Campbell ,Ph Sowers ,3 ,1-7-3,7-1,3,Pace,2300,NW200PSL5,1_Mile,FT,50-0,1:51_PM,8.60,4.20,2.10,2.80,2.20,2.10,
03292014,2,WHAT RUSTY,LB,2,4-3Q,6-3H,6oo-3H,5-3,4-2T,2:00.4,30.3,5.40,St Nason ,El Lafreniere ,2 ,4-6-4,7-1,3,Pace,2300,NW200PSL5,1_Mile,FT,50-0,1:51_PM,8.60,4.20,2.10,2.80,2.20,2.10,
03292014,1,SEA DOG TIME,B,1,3-2Q,5-2H,4-2T,4-2Q,5-3Q,2:00.4,30.3,10.80,Ma Athearn ,Gr Athearn ,1 ,6-5-2,5-1,3,Pace,2300,NW200PSL5,1_Mile,FT,50-0,1:51_PM,8.60,4.20,2.10,2.80,2.20,2.10,
03292014,7,RINGO,L,6,6-5T,4o-2H,5o-2T,6-3,6-6T,2:01.3,31.2,4.70,Da Deslandes ,Ra Bickmore ,7 ,8-8-9,2-1,3,Pace,2300,NW200PSL5,1_Mile,FT,50-0,1:51_PM,8.60,4.20,2.10,2.80,2.20,2.10,
04052014,1,J J S JET,LB,1,3o-1Q,1-1H,1-1H,1-1,1-3Q,1:56.3,30.0,1.90,Wi Campbell ,De Bickford ,1 ,1-4-4,,1,Pace,4500,NW800PSCD,1_Mile,GD,45-0,1:07_PM,5.80,3.20,2.20,3.60,3.20,2.40,
04052014,2,IN TONY'S HONOR,L,2,2-1,3-2T,2-1H,2-1,2-3Q,1:57.1,30.2,29.40,Ma Athearn ,Gr Athearn ,2 ,1-1-2,,1,Pace,4500,NW800PSCD,1_Mile,GD,45-0,1:07_PM,5.80,3.20,2.20,3.60,3.20,2.40,
04052014,3,FOR NOW,LB,3,4-2T,4-4Q,4o-3H,3-5,3-10,1:58.3,31.2,*.60,Sh Thayer ,Sh Thayer ,3 ,1-1-6,,1,Pace,4500,NW800PSCD,1_Mile,GD,45-0,1:07_PM,5.80,3.20,2.20,3.60,3.20,2.40,
04052014,5,HAD TO BE ME,LB,5,1-1,2-1H,3-3Q,4-5,4-10H,1:58.3,31.2,4.60,Ke Switzer Jr,Ja Gerard ,5 ,5-3-3,,1,Pace,4500,NW800PSCD,1_Mile,GD,45-0,1:07_PM,5.80,3.20,2.20,3.60,3.20,2.40,
04052014,4,LIFEONTHERANGE,LB,4,5-4,5-5H,5-4Q,5-5T,5-14Q,1:59.2,32.0,49.70,Ga Mosher ,Mi Huff ,4 ,2-7-4,,1,Pace,4500,NW800PSCD,1_Mile,GD,45-0,1:07_PM,5.80,3.20,2.20,3.60,3.20,2.40,
04052014,6,REGAL DELIGHT,L,6,6-5H,6-7,6-6,6-7T,6-15T,1:59.4,32.0,16.80,Da Deslandes ,Ra Bickmore ,6 ,4-6-1,,1,Pace,4500,NW800PSCD,1_Mile,GD,45-0,1:07_PM,5.80,3.20,2.20,3.60,3.20,2.40,
04052014,1,JEANNIES LUCK,LB,1,1-1Q,1-1H,1-1,1-1H,1-3H,1:59.2,30.4,6.80,Ga Mosher ,Ti Nehila ,1 ,3-2-5,,2,Pace,2700,FM3000CLCD,1_Mile,GD,45-0,1:26_PM,15.60,3.60,4.00,4.20,2.40,4.40,
04052014,5,VELVETY SMOOTH,L,4,4-4Q,4o-3T,2o-1,2-1H,2-3H,2:00.0,31.1,*1.00,Wi Campbell ,Ph Sowers ,5 ,1-3-6,,2,Pace,2700,FM3000CLCD,1_Mile,GD,45-0,1:26_PM,15.60,3.60,4.00,4.20,2.40,4.40,
04052014,7,YOU'RE NEWS,L,6,6-6T,5o-5,4o-3,4-2T,3-3T,2:00.1,31.0,4.90,Ro Cushing ,Mi Cayouette ,7 ,3-3-1,,2,Pace,2700,FM3000CLCD,1_Mile,GD,45-0,1:26_PM,15.60,3.60,4.00,4.20,2.40,4.40,
04052014,4,HAWK'S CRY ELECTRA,LB,3,2-1Q,2-1H,3-1,3-1H,4-5H,2:00.2,31.3,5.10,Da Deslandes ,Da Miller ,4 ,5-3-3,,2,Pace,2700,FM3000CLCD,1_Mile,GD,45-0,1:26_PM,15.60,3.60,4.00,4.20,2.40,4.40,
04052014,8,PAN TAYLOR,LB,7,7-8,7-6,7o-4H,6-5,5-7H,2:00.4,31.2,21.20,Ad Gray ,Ad Gray ,8 ,2-7-2,,2,Pace,2700,FM3000CLCD,1_Mile,GD,45-0,1:26_PM,15.60,3.60,4.00,4.20,2.40,4.40,
04052014,2,CAMS RECESS,L,2,3-2H,3-2T,5-3Q,5-5,6-7T,2:01.0,31.4,5.00,Ke Switzer Jr,Mi Hitchcock ,2 ,7-3-4,,2,Pace,2700,FM3000CLCD,1_Mile,GD,45-0,1:26_PM,15.60,3.60,4.00,4.20,2.40,4.40,
04052014,6,IMPERIAL ART,,5,5-5Q,6-5,6-4H,7-6Q,7-11,2:01.3,32.1,13.00,Ma Athearn ,Gr Athearn ,6 ,5-2-3,,2,Pace,2700,FM3000CLCD,1_Mile,GD,45-0,1:26_PM,15.60,3.60,4.00,4.20,2.40,4.40,
04062014,5,DAGGET,,5,5-6H,4o-3Q,4o-2,3-H,1-3T,2:04.0,31.1,3.50,Ma Athearn ,Gr Athearn ,5 ,1-4-5,5-2,1,Trot,2700,NW3000L3CD,1_Mile,GD,47-0,1:07_PM,9.00,4.20,3.00,4.20,2.80,3.00,
04062014,6,SLICK N SPLASHY,L,6,3-2T,3o-1T,2o-1,2-H,2-3T,2:04.4,32.1,*.90,Da Deslandes ,Ra Bickmore ,6 ,3-3-5,7-2,1,Trot,2700,NW3000L3CD,1_Mile,GD,47-0,1:07_PM,9.00,4.20,3.00,4.20,2.80,3.00,
04062014,4,RACE TO ROYALTY,,4,1-1Q,1-1,1-1,1-H,3-3T,2:04.4,32.2,5.50,Jo Nason ,Jo Nason ,4 ,4-2-2,5-1,1,Trot,2700,NW3000L3CD,1_Mile,GD,47-0,1:07_PM,9.00,4.20,3.00,4.20,2.80,3.00,
04062014,2,FANCY CAVIAR,L,2X,6-8,6-5,6-3,5-1H,4-4,2:04.4,31.4,28.20,Wa Watson ,Li Watson ,2 ,6-3-4,8-1,1,Trot,2700,NW3000L3CD,1_Mile,GD,47-0,1:07_PM,9.00,4.20,3.00,4.20,2.80,3.00,
04062014,1,NANNY MCPEE,L,1,2-1Q,2-1,3-1,4-T,5-6,2:05.1,32.3,3.60,Wi Campbell ,Ri Bartlett ,1 ,3-3-3,6-1,1,Trot,2700,NW3000L3CD,1_Mile,GD,47-0,1:07_PM,9.00,4.20,3.00,4.20,2.80,3.00,
04062014,3,MAPPLE BI,,3,4-4T,5-3Q,5-2,6-2,6-6T,2:05.2,32.3,10.40,Ki Ireland ,Ki Ireland ,3 ,3-1-3,9-2,1,Trot,2700,NW3000L3CD,1_Mile,GD,47-0,1:07_PM,9.00,4.20,3.00,4.20,2.80,3.00,
04112014,2,BOLD FRESH,L,2,2o-Q,1-1Q,2-Q,1-Q,1-1Q,2:01.0,30.3,*2.30,Da Deslandes ,Ra Bickmore ,2 ,5-6-3,5-2,1,Trot,4000,NW600PSCD,1_Mile,FT,65-0,1:16_PM,6.60,2.20,2.80,2.10,2.10,2.80,
04112014,5,WOLF'S MILAN,L,5,3-2H,3o-2,1o-Q,2-Q,2-1Q,2:01.1,30.4,2.40,Sh Thayer ,Ed Fournier Jr,5 ,3-3-2,7-2,1,Trot,4000,NW600PSCD,1_Mile,FT,65-0,1:16_PM,6.60,2.20,2.80,2.10,2.10,2.80,
04112014,4,PASS THE POPCORN,LB,4,4-5H,5o-3H,3o-1Q,3-1Q,3-2,2:01.2,30.4,4.60,Ro Cushing ,El Lafreniere ,4 ,3-5-2,7-1,1,Trot,4000,NW600PSCD,1_Mile,FT,65-0,1:16_PM,6.60,2.20,2.80,2.10,2.10,2.80,
04112014,6,KEROGEN,L,6,1-Q,2-1Q,4-1Q,4-2Q,4-3Q,2:01.3,31.0,3.60,Ki Ireland ,Ki Ireland ,6 ,4-2-1,9-2,1,Trot,4000,NW600PSCD,1_Mile,FT,65-0,1:16_PM,6.60,2.20,2.80,2.10,2.10,2.80,
04112014,3,IM A MAINER,L,3,x5-7H,4-3H,5-2H,5-3Q,5-4H,2:01.4,31.0,4.80,Ga Mosher ,Th Richardson ,3 ,1-1-3,7-1,1,Trot,4000,NW600PSCD,1_Mile,FT,65-0,1:16_PM,6.60,2.20,2.80,2.10,2.10,2.80,
04112014,1,FOLK TAIL,LB,X1,6-DIS,6-DIS,6-DIS,6-DIS,6-45Q,2:10.0,,13.60,Sh Taggart ,Da Crochere ,1 ,5-3-5,5-1,1,Trot,4000,NW600PSCD,1_Mile,FT,65-0,1:16_PM,6.60,2.20,2.80,2.10,2.10,2.80,
04112014,2,WATERLOO WILLIE,L,2,2-1,2-2,2-2H,2-1,1-2Q,2:02.2,31.3,*1.20,Ga Mosher ,St Robinson ,2 ,6-7-7,2-1,2,Trot,2400,NW250PSCD,1_Mile,FT,65-0,1:36_PM,4.40,3.80,4.80,5.00,2.40,3.60,
04112014,5,NANNY MCPEE,L,4,1-1,1-2,1-2H,1-1,2-2Q,2:02.4,32.2,7.00,Wi Campbell ,Ri Bartlett ,5 ,5-3-3,8-1,2,Trot,2400,NW250PSCD,1_Mile,FT,65-0,1:36_PM,4.40,3.80,4.80,5.00,2.40,3.60,
04112014,1,SOMETHING GOOD,L,1,4-4H,3-2H,3-5H,3-5,3-5T,2:03.3,32.1,1.80,Da Deslandes ,Ra Bickmore ,1 ,2-2-5,5-1,2,Trot,2400,NW250PSCD,1_Mile,FT,65-0,1:36_PM,4.40,3.80,4.80,5.00,2.40,3.60,
04112014,8,MAPPLE BI,,7,6-8,6-5T,4oo-8Q,4-6H,4-7H,2:03.4,31.4,22.40,Ki Ireland ,Ki Ireland ,8 ,6-3-1,8-1,2,Trot,2400,NW250PSCD,1_Mile,FT,65-0,1:36_PM,4.40,3.80,4.80,5.00,2.40,3.60,
04112014,3,MILLBROOK MILLIE,L,3,3-3,4-4Q,5-8Q,5-9H,5-13H,2:05.0,33.0,8.90,Du Ingraham ,Du Ingraham ,3 ,5-4-7,9-2,2,Trot,2400,NW250PSCD,1_Mile,FT,65-0,1:36_PM,4.40,3.80,4.80,5.00,2.40,3.60,
04112014,6,CREDITABLE WINNER,LB,5,5-5T,5o-4Q,6o-8T,6-10T,6-17H,2:05.4,33.3,12.50,Ma Athearn ,Ad Gray ,6 ,2-1-7,6-1,2,Trot,2400,NW250PSCD,1_Mile,FT,65-0,1:36_PM,4.40,3.80,4.80,5.00,2.40,3.60,
04112014,7,LUSCIOUS LEIGH,B,X6,7x-10H,7-23T,7-28T,7-32T,7-45Q,2:11.2,35.1,10.10,Ke Switzer Jr,Da Miller ,7 ,7-4-2,6-1,2,Trot,2400,NW250PSCD,1_Mile,FT,65-0,1:36_PM,4.40,3.80,4.80,5.00,2.40,3.60,
04122014,6,REALIST,L,6,6-5Q,5o-4T,3o-1T,1-NS,1-T,1:57.3,30.1,3.00,Ho Davis Jr,Ph Sowers ,6 ,1-4-7,5-2,1,Pace,3300,4000CL,1_Mile,FT,61-0,1:06_PM,8.00,4.00,3.20,2.60,2.60,2.80,
04122014,5,FRITZIE ROCKET,L,5,1o-T,1-1Q,1-1,2-NS,2-T,1:57.4,30.4,*1.20,Da Deslandes ,Ra Bickmore ,5 ,1-1-2,9-2,1,Pace,3300,4000CL,1_Mile,FT,61-0,1:06_PM,8.00,4.00,3.20,2.60,2.60,2.80,
04122014,4,HIGH CALIBRE N,LB,4,2-T,2-1Q,2-1,3-T,3-1Q,1:57.4,30.3,5.10,Ke Switzer Jr,Mi Hitchcock ,4 ,2-3-4,7-2,1,Pace,3300,4000CL,1_Mile,FT,61-0,1:06_PM,8.00,4.00,3.20,2.60,2.60,2.80,
04122014,3,FOX RIDGE JOEY,L,3,3-2,3-3,4-2Q,4-1Q,4-4H,1:58.2,31.0,26.40,Ni Graffam ,Mi Graffam ,3 ,1-4-1,7-1,1,Pace,3300,4000CL,1_Mile,FT,61-0,1:06_PM,8.00,4.00,3.20,2.60,2.60,2.80,
04122014,7,REMIX,LB,7,7-6H,6o-6,5o-2H,5-2,5-4T,1:58.3,31.1,20.50,Wi Campbell ,De Bickford ,7 ,5-6-3,7-1,1,Pace,3300,4000CL,1_Mile,FT,61-0,1:06_PM,8.00,4.00,3.20,2.60,2.60,2.80,
04122014,2,BURL HANOVER,LB,2,5-4,7-6,7-4Q,6-3,6-5H,1:58.3,30.4,6.90,Sh Thayer ,Ja Gerard ,2 ,3-4-1,5-1,1,Pace,3300,4000CL,1_Mile,FT,61-0,1:06_PM,8.00,4.00,3.20,2.60,2.60,2.80,
04122014,1,CISCO HANOVER,L,1,4-3,4-4Q,6-3Q,7-3,7-6H,1:58.4,31.1,5.00,Ke Switzer ,Ke Switzer ,1 ,7-3-7,4-1,1,Pace,3300,4000CL,1_Mile,FT,61-0,1:06_PM,8.00,4.00,3.20,2.60,2.60,2.80,
04182014,3,ROYAL HAWAII,,3,1o-T,1-1,1-1,1-1H,1-1,2:01.2,30.3,3.90,Ho Davis Jr,St Robinson ,3 ,2-4-6,6-1,1,Trot,3500,NW400PSCD,1_Mile,FT,40-0,4:02_PM,9.80,2.80,3.80,4.00,3.40,4.00,
04182014,6,SLICK N SPLASHY,L,6,4-6Q,2o-1,2-1,2-1H,2-1,2:01.3,30.3,3.60,Wi Campbell ,Ra Bickmore ,6 ,6-2-3,5-1,1,Trot,3500,NW400PSCD,1_Mile,FT,40-0,4:02_PM,9.80,2.80,3.80,4.00,3.40,4.00,
04182014,1,DR PRESCRIPTION,L,1,6-10Q,6-7Q,5oo-2Q,3-3H,3-8T,2:03.1,32.0,9.30,Ro Cushing ,To Dubois ,1 ,4-2-8,6-1,1,Trot,3500,NW400PSCD,1_Mile,FT,40-0,4:02_PM,9.80,2.80,3.80,4.00,3.40,4.00,
04182014,2,FOUR STARZ NUTS,L,2,2-T,3-2Q,4-2,4-4H,4-9,2:03.1,32.0,3.00,Ch Cushing ,Ch Cushing ,2 ,2-7-2,7-2,1,Trot,3500,NW400PSCD,1_Mile,FT,40-0,4:02_PM,9.80,2.80,3.80,4.00,3.40,4.00,
04182014,7,OYE OYE,LB,7,5-8H,5-5,6-3Q,5-6,5-9Q,2:03.1,31.4,7.40,Sh Thayer ,Ja Gerard ,7 ,1-4-6,5-2,1,Trot,3500,NW400PSCD,1_Mile,FT,40-0,4:02_PM,9.80,2.80,3.80,4.00,3.40,4.00,
04182014,4,NURSE CRACHETT,LB,4,3-4T,4be-3H,3o-2,6-6,6-15Q,2:04.2,33.1,*2.20,Da Deslandes ,Je Deslandes ,4 ,5-4-5,9-2,1,Trot,3500,NW400PSCD,1_Mile,FT,40-0,4:02_PM,9.80,2.80,3.80,4.00,3.40,4.00,
04182014,5,LUSCIOUS LEIGH,B,X5X,7-25Q,7-27Q,7-DIS,7-DIS,7-47T,2:11.0,,38.40,Ga Mosher ,Da Miller ,5 ,7-7-4,8-1,1,Trot,3500,NW400PSCD,1_Mile,FT,40-0,4:02_PM,9.80,2.80,3.80,4.00,3.40,4.00,
04182014,2,RD SHOELESS,LB,2,2-1,2-1Q,3-1,3-T,2p1-1H,2:02.0,30.3,15.10,Aa Hall ,Aa Hall ,2 ,3-7-6,7-2,2,Pace,2500,MADC,1_Mile,FT,40-0,4:22_PM,32.20,12.60,4.60,6.00,3.80,4.00,
04182014,8,REAL CLASS,L,8,8-8Q,5o-2T,4o-1,2-Q,3p2-1T,2:02.1,30.4,4.30,Ra Bickmore ,Ra Bickmore ,8 ,3-4-5,9-2,2,Pace,2500,MADC,1_Mile,FT,40-0,4:22_PM,32.20,12.60,4.60,6.00,3.80,4.00,
04182014,4,HONORED HALL,L,4,i3-2,4-2Q,5-2,5-1H,4p3-2,2:02.1,30.3,4.10,Br Burns ,Ch Cushing ,4 ,7-6-2,5-1,2,Pace,2500,MADC,1_Mile,FT,40-0,4:22_PM,32.20,12.60,4.60,6.00,3.80,4.00,
04182014,3,BONUS MILES,L,3,ix5-4,6-3T,7-3H,6-2H,5p4-4,2:02.3,30.4,*1.30,Jo Burke ,Da Mc Lellan ,3 ,3-4-4,5-2,2,Pace,2500,MADC,1_Mile,FT,40-0,4:22_PM,32.20,12.60,4.60,6.00,3.80,4.00,
04182014,5,VASVIXEN N,LB,5,1-1,1-1Q,1-Q,1-Q,1p5-1H,TDIS,30.3,3.90,Ph Sowers ,Ja Gerard ,5 ,7-3-6,8-1,2,Pace,2500,MADC,1_Mile,FT,40-0,4:22_PM,32.20,12.60,4.60,6.00,3.80,4.00,
04182014,1,RED BULLET,,1,6-5T,8-5Q,8-5,7-3T,6-4H,2:02.3,30.2,12.30,Ad Gray ,Do Gray ,1 ,4-6-7,6-1,2,Pace,2500,MADC,1_Mile,FT,40-0,4:22_PM,32.20,12.60,4.60,6.00,3.80,4.00,
04182014,6,NO SURRENDERS,B,6,4-3,3o-2,2o-Q,4-T,7-6Q,2:03.0,31.4,36.70,Ti Nehila ,Ti Nehila ,6 ,6-4-5,6-1,2,Pace,2500,MADC,1_Mile,FT,40-0,4:22_PM,32.20,12.60,4.60,6.00,3.80,4.00,
04182014,7,THE DOODAH MAN,B,7,7-7Q,7o-5Q,6o-2H,8-4T,8-7Q,2:03.1,31.3,24.10,Da Crochere ,Da Crochere ,7 ,7-5-7,8-1,2,Pace,2500,MADC,1_Mile,FT,40-0,4:22_PM,32.20,12.60,4.60,6.00,3.80,4.00,
04182014,3,WATERLOO WILLIE,L,3,3-2Q,4-2T,3-2H,2-H,1-3H,2:01.3,30.2,*1.30,Ga Mosher ,St Robinson ,3 ,1-6-7,4-1,3,Trot,4000,NW600PSCD,1_Mile,FT,40-0,4:47_PM,4.60,4.20,2.20,11.80,2.40,2.40,
04182014,4,IM A MAINER,L,4,6-5Q,5o-2T,4o-3Q,3-2,2-3H,2:02.1,30.4,5.60,Da Deslandes ,Th Richardson ,4 ,5-1-1,9-2,3,Trot,4000,NW600PSCD,1_Mile,FT,40-0,4:47_PM,4.60,4.20,2.20,11.80,2.40,2.40,
04182014,5,LOVESWEPT,,5,1o-T,1-1Q,1-1H,1-H,3-4,2:02.2,31.3,3.30,Wi Campbell ,He Allenbrand ,5 ,1-2-3,5-1,3,Trot,4000,NW600PSCD,1_Mile,FT,40-0,4:47_PM,4.60,4.20,2.20,11.80,2.40,2.40,
04182014,6,LADY'S COUNTRY BOY,L,6,7-6H,8-5T,8-5Q,6-6T,4-8,2:03.1,31.2,55.30,Wa Watson ,Li Watson ,6 ,5-4-4,6-1,3,Trot,4000,NW600PSCD,1_Mile,FT,40-0,4:47_PM,4.60,4.20,2.20,11.80,2.40,2.40,
04182014,1,FOLK TAIL,LB,1,2-T,2-1Q,2-1H,4-2T,5-8H,2:03.1,32.1,9.20,Ke Switzer ,Da Crochere ,1 ,6-5-3,6-1,3,Trot,4000,NW600PSCD,1_Mile,FT,40-0,4:47_PM,4.60,4.20,2.20,11.80,2.40,2.40,
04182014,8,KEROGEN,L,8,5-3T,6-4Q,5-4Q,5-4T,6-9Q,2:03.2,31.4,15.10,Ki Ireland ,Ki Ireland ,8 ,4-4-2,7-2,3,Trot,4000,NW600PSCD,1_Mile,FT,40-0,4:47_PM,4.60,4.20,2.20,11.80,2.40,2.40,
04182014,7,LUCKY BUCKEYE,L,X7,8-9H,7o-4Q,7o-5Q,8-8,7-14,2:04.2,32.3,4.90,Ke Switzer Jr,Mi Hitchcock ,7 ,2-1-2,5-2,3,Trot,4000,NW600PSCD,1_Mile,FT,40-0,4:47_PM,4.60,4.20,2.20,11.80,2.40,2.40,
04182014,2,BLUE BOY YANKEE,LB,2,4o-3,3o-1T,6o-4Q,7-7T,8-14H,2:04.2,32.4,15.10,Ra Smith ,Ra Smith ,2 ,6-5-X,8-1,3,Trot,4000,NW600PSCD,1_Mile,FT,40-0,4:47_PM,4.60,4.20,2.20,11.80,2.40,2.40,
04182014,6,REMIX,LB,6,6-5T,5-4Q,4oo-T,2-T,1-H,1:58.2,30.2,*1.10,Wi Campbell ,Wi Campbell ,6 ,5-5-6,5-2,4,Pace,2500,3000CLCD,1_Mile,FT,40-0,5:06_PM,4.20,3.20,2.40,11.60,5.00,2.60,
04182014,5,SCOOTIN BLISS,LB,5,4-2Q,4-3Q,2oo-NS,1-T,2-H,1:58.2,30.3,19.90,Sh Thayer ,Mi Huff ,5 ,4-7-2,5-1,4,Pace,2500,3000CLCD,1_Mile,FT,40-0,5:06_PM,4.20,3.20,2.40,11.60,5.00,2.60,
04182014,7,CJ MARSHAL,L,7,7-7,7o-5Q,5o-1T,4-2,3-3Q,1:59.0,30.4,4.20,Ni Graffam ,Da Mc Lellan ,7 ,4-3-3,9-2,4,Pace,2500,3000CLCD,1_Mile,FT,40-0,5:06_PM,4.20,3.20,2.40,11.60,5.00,2.60,
04182014,2,SMACKDOWN BROWN,L,2,3-1,3o-2Q,1o-NS,3-1T,4-7Q,1:59.4,32.0,3.10,Ke Switzer Jr,Mi Hitchcock ,2 ,3-2-2,7-2,4,Pace,2500,3000CLCD,1_Mile,FT,40-0,5:06_PM,4.20,3.20,2.40,11.60,5.00,2.60,
04182014,4,BAD TIME,LB,4,2o-T,1-1T,3-HD,5-4,5-10Q,2:00.2,32.3,11.80,Ro Cushing ,St Bubier Jr,4 ,7-8-2,7-1,4,Pace,2500,3000CLCD,1_Mile,FT,40-0,5:06_PM,4.20,3.20,2.40,11.60,5.00,2.60,
04182014,3,HEAVEN TOUCHED,L,3,5-4Q,6-5Q,7-3Q,6-5H,6-11H,2:00.3,32.1,11.80,St Robinson ,St Robinson ,3 ,2-4-4,7-1,4,Pace,2500,3000CLCD,1_Mile,FT,40-0,5:06_PM,4.20,3.20,2.40,11.60,5.00,2.60,
04182014,1,SEA DOG TIME,B,1,1-T,2-1T,6-2Q,7-5T,7-13H,2:01.0,32.4,7.80,Ma Athearn ,Gr Athearn ,1 ,6-5-5,7-1,4,Pace,2500,3000CLCD,1_Mile,FT,40-0,5:06_PM,4.20,3.20,2.40,11.60,5.00,2.60,
